symbol,ensembl
MRC1,ENSG00000260314
MRC2,ENSG00000011028
MRFAP1L1,ENSG00000178988
MRNIP,ENSG00000283918
MROH8,ENSG00000292233
MRPL1,ENSG00000169288
MRPL12,ENSG00000262814
MRPL33,ENSG00000243147
MRPL36,ENSG00000171421
MRPL41,ENSG00000182154
MRPL42P1,ENSG00000178636
MRPL48,ENSG00000175581
MRPL57,ENSG00000173141
MRPS18B,ENSG00000223775
MRPS21,ENSG00000266472
MRPS24,ENSG00000062582
MRPS30-DT,ENSG00000251141
MRPS33,ENSG00000090263
MRPS34,ENSG00000074071
MS4A1,ENSG00000156738
MS4A2,ENSG00000149534
MS4A3,ENSG00000149516
MS4A4A,ENSG00000110079
MS4A4E,ENSG00000214787
MS4A6A,ENSG00000110077
MS4A6E,ENSG00000166926
MS4A7,ENSG00000166927
MSANTD2-AS1,ENSG00000245498
MSC-AS1,ENSG00000235531
MSH2,ENSG00000095002
MSH4,ENSG00000057468
MSI2,ENSG00000153944
MSR1,ENSG00000038945
MSRA,ENSG00000285250
MSRB3,ENSG00000174099
MT-ATP8,ENSG00000228253
MT-ND3,ENSG00000198840
MT-RNR2,ENSG00000210082
MT1F,ENSG00000198417
MT1G,ENSG00000125144
MT1H,ENSG00000205358
MT1X,ENSG00000187193
MT2A,ENSG00000125148
MTAP,ENSG00000099810
MTBP,ENSG00000172167
MTCL1,ENSG00000168502
MTERF1,ENSG00000127989
MTFMT,ENSG00000103707
MTHFD1L,ENSG00000120254
MTHFD2L,ENSG00000163738
MTLN,ENSG00000175701
MTMR8,ENSG00000102043
MTSS1,ENSG00000170873
MTURN,ENSG00000180354
MTUS1,ENSG00000129422
MTUS2,ENSG00000132938
MUC1,ENSG00000185499
MVB12B,ENSG00000196814
MX1,ENSG00000157601
MX2,ENSG00000183486
MXD1,ENSG00000059728
MXD4,ENSG00000123933
MXI1,ENSG00000119950
MXRA7,ENSG00000182534
MYB,ENSG00000118513
MYBL1,ENSG00000185697
MYBPC3,ENSG00000134571
MYC,ENSG00000136997
MYH10,ENSG00000133026
MYH3,ENSG00000109063
MYL4,ENSG00000198336
MYL6B-AS1,ENSG00000257809
MYL9,ENSG00000101335
MYLIP,ENSG00000007944
MYLK,ENSG00000065534
MYLK4,ENSG00000145949
MYO16,ENSG00000041515
MYO18B,ENSG00000133454
MYO1B,ENSG00000128641
MYO1D,ENSG00000176658
MYO1E,ENSG00000157483
MYO1F,ENSG00000142347
MYO3A,ENSG00000095777
MYO3B,ENSG00000071909
MYO5B,ENSG00000167306
MYO6,ENSG00000196586
MYOF,ENSG00000138119
MYOM1,ENSG00000101605
MYOM2,ENSG00000036448
MYRF,ENSG00000124920
MYRFL,ENSG00000166268
MYRIP,ENSG00000170011
MYT1,ENSG00000276876
MYT1L,ENSG00000186487
MZB1,ENSG00000170476
MZT2A,ENSG00000173272
MZT2B,ENSG00000292119
N4BP3,ENSG00000145911
NAA10,ENSG00000102030
NAA25,ENSG00000111300
NAA38,ENSG00000183011
NAALADL1,ENSG00000168060
NAALADL2,ENSG00000177694
NABP1,ENSG00000173559
NACA,ENSG00000196531
NACA4P,ENSG00000228224
NADK2,ENSG00000152620
NAF1,ENSG00000145414
NAMPT,ENSG00000105835
NAP1L1,ENSG00000187109
NAP1L2,ENSG00000186462
NAPEPLD,ENSG00000161048
NAPSB,ENSG00000131401
NARS2,ENSG00000137513
NASP,ENSG00000132780
NAV1,ENSG00000134369
NAV2,ENSG00000166833
NAV3,ENSG00000067798
NAXE,ENSG00000163382
NBEA,ENSG00000172915
NBPF3,ENSG00000142794
NCALD,ENSG00000104490
NCAM1,ENSG00000149294
NCAM2,ENSG00000154654
NCAPG2,ENSG00000146918
NCAPH,ENSG00000121152
NCBP2AS2,ENSG00000270170
NCEH1,ENSG00000144959
NCF1,ENSG00000158517
NCF2,ENSG00000116701
NCKAP1,ENSG00000061676
NCKAP5,ENSG00000176771
NCR1,ENSG00000278025
NCR3,ENSG00000206430
NCS1,ENSG00000107130
NDC80,ENSG00000080986
NDFIP2,ENSG00000102471
NDRG3,ENSG00000101079
NDUFA1,ENSG00000125356
NDUFA3,ENSG00000170906
NDUFA6-DT,ENSG00000237037
NDUFAF2,ENSG00000164182
NDUFAF6,ENSG00000156170
NDUFAF8,ENSG00000224877
NDUFB10,ENSG00000291930
NDUFB11,ENSG00000147123
NDUFB2-AS1,ENSG00000240889
NDUFB6,ENSG00000165264
NDUFC2-KCTD14,ENSG00000259112
NDUFS8,ENSG00000110717
NDUFV2-AS1,ENSG00000266053
NEB,ENSG00000183091
NEBL,ENSG00000078114
NECTIN1,ENSG00000110400
NECTIN3,ENSG00000177707
NECTIN3-AS1,ENSG00000242242
NEDD4,ENSG00000069869
NEDD4L,ENSG00000049759
NEDD9,ENSG00000111859
NEFH,ENSG00000100285
NEGR1,ENSG00000172260
NEIL1,ENSG00000140398
NEK10,ENSG00000163491
NEK11,ENSG00000114670
NEK6,ENSG00000119408
NEK8,ENSG00000160602
NELL2,ENSG00000184613
NEMP2-DT,ENSG00000233654
NEO1,ENSG00000067141
NEPRO-AS1,ENSG00000240057
NETO1,ENSG00000166342
NETO2,ENSG00000171208
NEXMIF,ENSG00000050030
NEXN,ENSG00000162614
NFE2,ENSG00000123405
NFIA,ENSG00000162599
NFIL3,ENSG00000165030
NFILZ,ENSG00000268480
NFIX,ENSG00000008441
NFKB1,ENSG00000109320
NFKBIA,ENSG00000100906
NFKBIZ,ENSG00000144802
NFU1,ENSG00000169599
NFXL1,ENSG00000170448
NGDN,ENSG00000129460
NHERF2,ENSG00000065054
NHS,ENSG00000188158
NHSL1,ENSG00000135540
NHSL2,ENSG00000204131
NIBAN1,ENSG00000135842
NIBAN2,ENSG00000136830
NIBAN3,ENSG00000167483
NIFK-AS1,ENSG00000236859
NIM1K,ENSG00000177453
NINJ1,ENSG00000131669
NINJ2,ENSG00000171840
NINL,ENSG00000101004
NIPAL1,ENSG00000163293
NIPAL2,ENSG00000104361
NIPSNAP1,ENSG00000184117
NKAIN2,ENSG00000188580
NKAP,ENSG00000101882
NKD1,ENSG00000140807
NKG7,ENSG00000105374
NLGN1,ENSG00000169760
NLGN2,ENSG00000169992
NLGN4Y,ENSG00000165246
NLN,ENSG00000123213
NLRP12,ENSG00000142405
NLRX1,ENSG00000160703
NME2,ENSG00000243678
NME3,ENSG00000103024
NME7,ENSG00000143156
NME8,ENSG00000086288
NME9,ENSG00000181322
NMNAT3,ENSG00000163864
NMUR1,ENSG00000171596
NNT-AS1,ENSG00000248092
NOA1,ENSG00000084092
NOG,ENSG00000183691
NOL12,ENSG00000273899
NOP10,ENSG00000182117
NOP53,ENSG00000105373
NOPCHAP1,ENSG00000151131
NOS1AP,ENSG00000198929
NOSIP,ENSG00000142546
NOTCH3,ENSG00000074181
NOXA1,ENSG00000188747
NOXRED1,ENSG00000165555
NPAS2,ENSG00000170485
NPAS3,ENSG00000151322
NPC1,ENSG00000141458
NPC2,ENSG00000119655
NPFFR1,ENSG00000148734
NPHP1,ENSG00000144061
NPHP4,ENSG00000131697
NPL,ENSG00000135838
NPR3,ENSG00000113389
NPTXR,ENSG00000221890
NR1H3,ENSG00000025434
NR2C2AP,ENSG00000184162
NR2F2,ENSG00000185551
NR2F2-AS1,ENSG00000247809
NR3C2,ENSG00000151623
NR4A1,ENSG00000123358
NR4A2,ENSG00000153234
NR4A3,ENSG00000119508
NR6A1,ENSG00000148200
NRCAM,ENSG00000091129
NRG1,ENSG00000157168
NRG2,ENSG00000158458
NRG3,ENSG00000185737
NRG4,ENSG00000169752
NRIP1,ENSG00000180530
NRP1,ENSG00000099250
NRP2,ENSG00000118257
NRXN1,ENSG00000179915
NRXN2,ENSG00000110076
NRXN3,ENSG00000021645
NSG1,ENSG00000168824
NSMCE1,ENSG00000169189
NSMCE1-DT,ENSG00000245888
NSUN6,ENSG00000241058
NSUN7,ENSG00000179299
NT5DC3,ENSG00000111696
NT5E,ENSG00000135318
NTM,ENSG00000182667
NTN1,ENSG00000065320
NTN4,ENSG00000074527
NTNG1,ENSG00000162631
NTNG2,ENSG00000196358
NTPCR,ENSG00000135778
NTRK1,ENSG00000198400
NTRK2,ENSG00000148053
NUAK1,ENSG00000074590
NUAK2,ENSG00000163545
NUB1,ENSG00000013374
NUBPL,ENSG00000151413
NUCB2,ENSG00000070081
NUDT16L1,ENSG00000168101
NUDT22,ENSG00000149761
NUDT6,ENSG00000170917
NUDT7,ENSG00000140876
NUGGC,ENSG00000189233
NUP35,ENSG00000163002
NUP37,ENSG00000075188
NUP62CL,ENSG00000198088
NUPR1,ENSG00000176046
NXN,ENSG00000280563
NYAP2,ENSG00000144460
OASL,ENSG00000135114
OBSCN,ENSG00000154358
OCA2,ENSG00000104044
OCEL1,ENSG00000099330
OCIAD2,ENSG00000145247
OCM,ENSG00000122543
OGFOD1,ENSG00000087263
OGFRL1,ENSG00000119900
OGG1,ENSG00000114026
OLFM2,ENSG00000105088
OLFML2B,ENSG00000162745
OLMALINC,ENSG00000235823
OLR1,ENSG00000173391
OMA1,ENSG00000162600
OPA3,ENSG00000125741
OPCML,ENSG00000183715
OPHN1,ENSG00000079482
OPN3,ENSG00000054277
OR3A2,ENSG00000221882
OR51B5,ENSG00000167355
ORAI2,ENSG00000160991
OSBP2,ENSG00000184792
OSBPL10,ENSG00000144645
OSBPL1A,ENSG00000141447
OSBPL3,ENSG00000070882
OSBPL5,ENSG00000021762
OSBPL6,ENSG00000079156
OSBPL7,ENSG00000006025
OSER1-DT,ENSG00000223891
OSGEPL1-AS1,ENSG00000253559
OSM,ENSG00000099985
OSMR,ENSG00000145623
OST4,ENSG00000228474
OTOF,ENSG00000115155
OTUD6B-AS1,ENSG00000253738
OTUD7A,ENSG00000169918
OVCH1-AS1,ENSG00000257599
OXA1L-DT,ENSG00000258458
OXNAD1,ENSG00000154814
OXR1-AS1,ENSG00000253582
P2RX1,ENSG00000108405
P2RX5,ENSG00000083454
P2RX7,ENSG00000089041
P2RY12,ENSG00000169313
P2RY14,ENSG00000174944
P2RY6,ENSG00000171631
P2RY8,ENSG00000182162
P3H2,ENSG00000090530
P3H4,ENSG00000141696
PAAF1,ENSG00000175575
PABPC1,ENSG00000070756
PACRG,ENSG00000112530
PACSIN1,ENSG00000124507
PADI2,ENSG00000117115
PADI4,ENSG00000159339
PAFAH1B3,ENSG00000079462
PAFAH2,ENSG00000158006
PAG1,ENSG00000076641
PAIP2B,ENSG00000124374
PAK3,ENSG00000077264
PALD1,ENSG00000107719
PALLD,ENSG00000129116
PALM2AKAP2,ENSG00000157654
PALS2,ENSG00000105926
PAM,ENSG00000145730
PANK1,ENSG00000152782
PAPLN,ENSG00000100767
PAPSS2,ENSG00000198682
PARD3,ENSG00000148498
PARD3B,ENSG00000116117
PARM1,ENSG00000169116
PARP11-AS1,ENSG00000256862
PARP16,ENSG00000138617
PARPBP,ENSG00000185480
PATJ,ENSG00000132849
PATL2,ENSG00000229474
PAWR,ENSG00000177425
PAX3,ENSG00000135903
PAX5,ENSG00000196092
PAX8-AS1,ENSG00000189223
PAXX,ENSG00000310560
PBX1,ENSG00000185630
PBX3,ENSG00000167081
PCAT1,ENSG00000253438
PCAT19,ENSG00000267107
PCBP3,ENSG00000183570
PCCA-DT,ENSG00000274605
PCCB,ENSG00000114054
PCDH1,ENSG00000156453
PCDH15,ENSG00000150275
PCDH9,ENSG00000184226
PCDHGA2,ENSG00000081853
PCED1B,ENSG00000179715
PCGF6,ENSG00000156374
PCMTD1-DT,ENSG00000228801
PCNX2,ENSG00000135749
PCNX4-DT,ENSG00000258553
PCOLCE,ENSG00000106333
PCSK1N,ENSG00000102109
PCSK5,ENSG00000099139
PCSK6,ENSG00000140479
PCTP,ENSG00000141179
PCYOX1,ENSG00000116005
PDC-AS1,ENSG00000229739
PDCD1LG2,ENSG00000197646
PDCD4-AS1,ENSG00000203497
PDCD6P1,ENSG00000188002
PDE10A,ENSG00000112541
PDE1A,ENSG00000115252
PDE1C,ENSG00000154678
PDE3A,ENSG00000172572
PDE3B,ENSG00000152270
PDE4A,ENSG00000065989
PDE4B,ENSG00000184588
PDE4D,ENSG00000113448
PDE4DIP,ENSG00000178104
PDE5A,ENSG00000138735
PDE7A,ENSG00000205268
PDE7B,ENSG00000171408
PDE8A,ENSG00000073417
PDE8B,ENSG00000284762
PDE9A,ENSG00000160191
PDGFC,ENSG00000145431
PDGFD,ENSG00000170962
PDGFRB,ENSG00000113721
PDK1,ENSG00000152256
PDLIM1,ENSG00000107438
PDLIM5,ENSG00000163110
PDP2,ENSG00000172840
PDPN,ENSG00000162493
PDSS1,ENSG00000148459
PDZD2,ENSG00000133401
PDZD4,ENSG00000067840
PDZRN4,ENSG00000165966
PEAK1,ENSG00000173517
PEBP1P3,ENSG00000236278
PEBP4,ENSG00000134020
PECAM1,ENSG00000261371
PEG10,ENSG00000242265
PELI1,ENSG00000197329
PELI2,ENSG00000139946
PELO,ENSG00000152684
PELO-AS1,ENSG00000248898
PEMT,ENSG00000133027
PER1,ENSG00000179094
PER3,ENSG00000049246
PERP,ENSG00000112378
PEX11A,ENSG00000166821
PEX6,ENSG00000124587
PEX7,ENSG00000112357
PF4,ENSG00000163737
PFKFB1,ENSG00000158571
PFKFB3,ENSG00000170525
PFN1,ENSG00000108518
PGAM1,ENSG00000171314
PGAM1P5,ENSG00000293270
PGAP1,ENSG00000197121
PGBD1,ENSG00000137338
PGC,ENSG00000096088
PGM1,ENSG00000079739
PGM2L1,ENSG00000165434
PGM3,ENSG00000013375
PGPEP1,ENSG00000130517
PHACTR1,ENSG00000112137
PHACTR2,ENSG00000112419
PHEX,ENSG00000102174
PHF1,ENSG00000112511
PHF19,ENSG00000119403
PHF7,ENSG00000010318
PHGR1,ENSG00000233041
PHKG1,ENSG00000164776
PHLDA1,ENSG00000139289
PHLDB2,ENSG00000144824
PHLDB3,ENSG00000176531
PHLPP1,ENSG00000081913
PHLPP2,ENSG00000040199
PHTF2,ENSG00000006576
PID1,ENSG00000153823
PIEZO2,ENSG00000154864
PIGK,ENSG00000142892
PIGP,ENSG00000185808
PIGR,ENSG00000162896
PIK3AP1,ENSG00000155629
PIK3C2B,ENSG00000133056
PIK3IP1,ENSG00000100100
PIK3IP1-DT,ENSG00000228839
PIK3R3,ENSG00000117461
PILRA,ENSG00000085514
PINK1,ENSG00000158828
PIP4K2A,ENSG00000150867
PIP5K1B,ENSG00000107242
PIPOX,ENSG00000179761
PITPNA-AS1,ENSG00000236618
PITPNC1,ENSG00000154217
PITPNM2,ENSG00000090975
PIWIL2,ENSG00000197181
PJVK,ENSG00000204311
PKD1L1,ENSG00000158683
PKD1L3,ENSG00000277481
PKD2,ENSG00000118762
PKD2L2-DT,ENSG00000250159
PKHD1,ENSG00000170927
PKHD1L1,ENSG00000205038
PKIA,ENSG00000171033
PKIA-AS1,ENSG00000254266
PKIB,ENSG00000135549
PKIG,ENSG00000168734
PKN2-AS1,ENSG00000237505
PKP4,ENSG00000144283
PLA2G12A,ENSG00000123739
PLA2G4A,ENSG00000116711
PLA2G4B,ENSG00000243708
PLA2G5,ENSG00000127472
PLA2G7,ENSG00000146070
PLAAT3,ENSG00000176485
PLAAT4,ENSG00000133321
PLAC8,ENSG00000145287
PLAG1,ENSG00000181690
PLAGL1,ENSG00000118495
PLAU,ENSG00000122861
PLAUR,ENSG00000011422
PLCB1,ENSG00000182621
PLCB4,ENSG00000101333
PLCD1,ENSG00000187091
PLCG1-AS1,ENSG00000226648
PLCG2,ENSG00000197943
PLCH1,ENSG00000114805
PLCL1,ENSG00000115896
PLCXD2,ENSG00000240891
PLD1,ENSG00000075651
PLD4,ENSG00000166428
PLD5,ENSG00000180287
PLEK,ENSG00000115956
PLEKHA4,ENSG00000105559
PLEKHA5,ENSG00000052126
PLEKHA6,ENSG00000143850
PLEKHA7,ENSG00000166689
PLEKHA8,ENSG00000106086
PLEKHA8P1,ENSG00000293316
PLEKHD1,ENSG00000175985
PLEKHF1,ENSG00000166289
PLEKHG1,ENSG00000120278
PLEKHG5,ENSG00000171680
PLEKHG7,ENSG00000187510
PLEKHH2,ENSG00000152527
PLEKHN1,ENSG00000187583
PLIN1,ENSG00000166819
PLIN2,ENSG00000147872
PLLP,ENSG00000102934
PLP2,ENSG00000102007
PLPP1,ENSG00000067113
PLPP3,ENSG00000162407
PLPP5,ENSG00000147535
PLS1,ENSG00000120756
PLSCR2,ENSG00000163746
PLVAP,ENSG00000130300
PLXDC1,ENSG00000161381
PLXDC2,ENSG00000120594
PLXNA2,ENSG00000076356
PLXNA4,ENSG00000221866
PLXNC1,ENSG00000136040
PMAIP1,ENSG00000141682
PMEL,ENSG00000185664
PMEPA1,ENSG00000124225
PMFBP1,ENSG00000118557
PMP22,ENSG00000109099
PNLDC1,ENSG00000146453
PNOC,ENSG00000168081
PNPLA1,ENSG00000180316
PNPLA7,ENSG00000130653
POC1B-AS1,ENSG00000270344
POF1B,ENSG00000124429
POLD4,ENSG00000175482
POLG2,ENSG00000256525
POLN,ENSG00000130997
POLQ,ENSG00000051341
POLR1C,ENSG00000171453
POLR1H,ENSG00000224859
POLR2F,ENSG00000100142
POLR2I,ENSG00000105258
POLR2J,ENSG00000005075
POLR2L,ENSG00000177700
POLR3B,ENSG00000013503
POLR3G,ENSG00000113356
POLR3GL,ENSG00000121851
PORCN,ENSG00000102312
POT1-AS1,ENSG00000224897
POU2AF1,ENSG00000110777
POU2F2,ENSG00000028277
POU5F1B,ENSG00000212993
POU6F1,ENSG00000184271
PPA1,ENSG00000180817
PPARG,ENSG00000132170
PPAT,ENSG00000128059
PPBP,ENSG00000163736
PPCDC,ENSG00000138621
PPDPF,ENSG00000125534
PPFIA2,ENSG00000139220
PPFIA3,ENSG00000177380
PPFIBP1,ENSG00000110841
PPIP5K1,ENSG00000168781
PPM1E,ENSG00000175175
PPM1H,ENSG00000111110
PPM1K-DT,ENSG00000246375
PPM1L,ENSG00000163590
PPM1N,ENSG00000213889
PPP1R12A-AS2,ENSG00000258048
PPP1R12B,ENSG00000077157
PPP1R13B,ENSG00000088808
PPP1R14A,ENSG00000167641
PPP1R15A,ENSG00000087074
PPP1R16B,ENSG00000101445
PPP1R26-AS1,ENSG00000225361
PPP1R35,ENSG00000160813
PPP1R3B-DT,ENSG00000285236
PPP1R9A,ENSG00000158528
PPP2R2B,ENSG00000156475
PPP2R3A,ENSG00000073711
PPP2R3B,ENSG00000292327
PPP2R5B,ENSG00000068971
PPP3CB-AS1,ENSG00000221817
PPP4R4,ENSG00000119698
PRAG1,ENSG00000292308
PRAM1,ENSG00000133246
PRANCR,ENSG00000257815
PRCP,ENSG00000137509
PRDM1,ENSG00000057657
PRDM11,ENSG00000019485
PRDM16,ENSG00000142611
PRDM5,ENSG00000138738
PRDM8,ENSG00000152784
PRDX2,ENSG00000167815
PRELID2,ENSG00000186314
PRF1,ENSG00000180644
PRG4,ENSG00000116690
PRH1,ENSG00000277823
PRICKLE1,ENSG00000139174
PRICKLE2,ENSG00000163637
PRIM1,ENSG00000198056
PRKAR1B,ENSG00000188191
PRKAR2B,ENSG00000005249
PRKCA,ENSG00000154229
PRKCE,ENSG00000171132
PRKCH-AS1,ENSG00000247287
PRKCQ-AS1,ENSG00000237943
PRKD1,ENSG00000184304
PRKG1,ENSG00000185532
PRKG2,ENSG00000138669
PRKN,ENSG00000185345
PRKX,ENSG00000183943
PRKY,ENSG00000099725
PRLR,ENSG00000113494
PRMT5-DT,ENSG00000257285
PRMT9,ENSG00000164169
PRND,ENSG00000171864
PRNP,ENSG00000171867
PROCA1,ENSG00000167525
PROCR,ENSG00000101000
PROK2,ENSG00000163421
PROM1,ENSG00000007062
PRPF40B,ENSG00000110844
PRR16,ENSG00000184838
PRR5,ENSG00000186654
PRR5-ARHGAP8,ENSG00000248405
PRR5L,ENSG00000135362
PRSS23,ENSG00000150687
PRSS57,ENSG00000185198
PRTFDC1,ENSG00000099256
PRUNE1,ENSG00000143363
PRXL2A,ENSG00000122378
PSAP,ENSG00000197746
PSAT1,ENSG00000135069
PSD3,ENSG00000156011
PSMA1,ENSG00000129084
PSMA8,ENSG00000154611
PSMB9,ENSG00000239836
PSMD7-DT,ENSG00000261404
PSMG3,ENSG00000157778
PSTK,ENSG00000179988
PSTPIP2,ENSG00000152229
PTAFR,ENSG00000169403
PTCH1,ENSG00000185920
PTCSC2,ENSG00000236130
PTGDR,ENSG00000168229
PTGDS,ENSG00000107317
PTGER3,ENSG00000050628
PTGS1,ENSG00000095303
PTGS2,ENSG00000073756
PTH2R,ENSG00000144407
PTK2,ENSG00000169398
PTOV1,ENSG00000104960
PTP4A2,ENSG00000184007
PTPDC1,ENSG00000158079
PTPN12,ENSG00000127947
PTPN13,ENSG00000163629
PTPN22,ENSG00000134242
PTPRB,ENSG00000127329
PTPRC,ENSG00000262418
PTPRCAP,ENSG00000213402
PTPRD,ENSG00000153707
PTPRE,ENSG00000132334
PTPRG,ENSG00000144724
PTPRK,ENSG00000273993
PTPRK-AS1,ENSG00000227945
PTPRM,ENSG00000173482
PTPRN2,ENSG00000282185
PTPRO,ENSG00000151490
PTPRS,ENSG00000105426
PTPRZ1,ENSG00000106278
PTRH2,ENSG00000141378
PTS,ENSG00000150787
PUDP,ENSG00000130021
PUS10,ENSG00000162927
PUS7,ENSG00000091127
PVT1,ENSG00000249859
PXDNL,ENSG00000147485
PXK,ENSG00000168297
PYGL,ENSG00000100504
PYGM,ENSG00000068976
PYHIN1,ENSG00000163564
PYROXD2,ENSG00000119943
PZP,ENSG00000126838
QKI,ENSG00000112531
QPCTL,ENSG00000011478
QSOX2,ENSG00000165661
RAB11FIP5,ENSG00000135631
RAB19,ENSG00000146955
RAB20,ENSG00000139832
RAB27A,ENSG00000069974
RAB27B,ENSG00000041353
RAB30,ENSG00000137502
RAB31,ENSG00000168461
RAB33B-AS1,ENSG00000273247
RAB37,ENSG00000172794
RAB39A,ENSG00000179331
RAB39B,ENSG00000155961
RAB3C,ENSG00000152932
RAB40C,ENSG00000197562
RABAC1,ENSG00000105404
RABEPK,ENSG00000136933
RABGAP1L-DT,ENSG00000227373
RAC2,ENSG00000128340
RAD23A,ENSG00000179262
RAD51C,ENSG00000108384
RAD54B,ENSG00000197275
RAD9A,ENSG00000172613
RADIL,ENSG00000157927
RADX,ENSG00000147231
RAG1,ENSG00000166349
RAI14,ENSG00000039560
RAI2,ENSG00000131831
RALGPS1,ENSG00000136828
RALGPS2,ENSG00000116191
RALGPS2-AS1,ENSG00000273062
RAMP1,ENSG00000132329
RAMP2,ENSG00000131477
RAMP3,ENSG00000122679
RANBP1,ENSG00000099901
RANBP17,ENSG00000204764
RANGRF,ENSG00000108961
RAP1B,ENSG00000127314
RAP1GAP2,ENSG00000132359
RAP2C-AS1,ENSG00000232160
RAPGEF2,ENSG00000109756
RAPGEF4,ENSG00000091428
RAPGEF5,ENSG00000136237
RAPH1,ENSG00000173166
RARB,ENSG00000077092
RARG,ENSG00000172819
RARRES1,ENSG00000118849
RARRES2,ENSG00000106538
RASA3,ENSG00000280477
RASAL2,ENSG00000075391
RASGEF1A,ENSG00000198915
RASGEF1B,ENSG00000138670
RASGRF2,ENSG00000113319
RASGRP1,ENSG00000172575
RASGRP3,ENSG00000152689
RASSF4,ENSG00000107551
RASSF6,ENSG00000169435
RASSF7,ENSG00000099849
RASSF8,ENSG00000123094
RAVER2,ENSG00000162437
RB1-DT,ENSG00000231473
RBFOX2,ENSG00000277564
RBFOX3,ENSG00000167281
RBKS,ENSG00000171174
RBM15-AS1,ENSG00000227963
RBM20,ENSG00000203867
RBM26-AS1,ENSG00000227354
RBM38,ENSG00000132819
RBM38-AS1,ENSG00000218018
RBM47,ENSG00000163694
RBMS3,ENSG00000144642
RBMX2,ENSG00000134597
RBP1,ENSG00000114115
RBPJ,ENSG00000168214
RBPMS,ENSG00000157110
RCAN1,ENSG00000159200
RCAN2,ENSG00000172348
RCAN3,ENSG00000117602
RCBTB2,ENSG00000136161
RCSD1,ENSG00000198771
RDH10,ENSG00000121039
RDUR,ENSG00000214407
REL,ENSG00000162924
RELA-DT,ENSG00000285533
RELN,ENSG00000189056
REPS2,ENSG00000169891
RETN,ENSG00000104918
RETREG1,ENSG00000154153
RETREG1-AS1,ENSG00000246214
REX1BD,ENSG00000006015
REXO2,ENSG00000076043
RFC3,ENSG00000133119
RFLNB,ENSG00000183688
RFTN1,ENSG00000131378
RFX2,ENSG00000087903
RFX3-DT,ENSG00000232104
RFX8,ENSG00000196460
RGCC,ENSG00000102760
RGL1,ENSG00000143344
RGS1,ENSG00000090104
RGS12,ENSG00000159788
RGS13,ENSG00000127074
RGS16,ENSG00000143333
RGS17,ENSG00000091844
RGS18,ENSG00000150681
RGS2,ENSG00000116741
RGS3,ENSG00000138835
RGS5,ENSG00000143248
RGS6,ENSG00000182732
RGS7,ENSG00000182901
RGS9,ENSG00000108370
RHAG,ENSG00000112077
RHBDD1,ENSG00000144468
RHD,ENSG00000187010
RHEX,ENSG00000263961
RHOBTB1,ENSG00000072422
RHOBTB3,ENSG00000164292
RHOH,ENSG00000168421
RHOXF1,ENSG00000101883
RHPN2,ENSG00000131941
RIC3,ENSG00000166405
RIGI,ENSG00000107201
RILPL1,ENSG00000188026
RIMS2,ENSG00000176406
RIN2,ENSG00000132669
RIN3,ENSG00000100599
RINL,ENSG00000187994
RIPOR3,ENSG00000042062
RLIM,ENSG00000131263
RMDN2,ENSG00000115841
RMI2,ENSG00000175643
RN7SL336P,ENSG00000264017
RNASE1,ENSG00000129538
RNASE2,ENSG00000169385
RNASE6,ENSG00000169413
RNASEH1-DT,ENSG00000234171
RNF103-CHMP3,ENSG00000249884
RNF113A,ENSG00000125352
RNF125,ENSG00000101695
RNF130,ENSG00000113269
RNF144A,ENSG00000151692
RNF144B,ENSG00000137393
RNF150,ENSG00000170153
RNF152,ENSG00000176641
RNF157,ENSG00000141576
RNF166,ENSG00000158717
RNF17,ENSG00000132972
RNF175,ENSG00000145428
RNF19B,ENSG00000116514
RNF212,ENSG00000178222
RNF212B,ENSG00000215277
RNF215,ENSG00000099999
RNF217,ENSG00000146373
RNF217-AS1,ENSG00000236548
RNF220,ENSG00000187147
RNF24,ENSG00000101236
RNF32-DT,ENSG00000182648
RNF43,ENSG00000108375
RNFT2,ENSG00000135119
RNLS,ENSG00000184719
ROBO1,ENSG00000169855
ROBO3,ENSG00000154134
ROMO1,ENSG00000125995
ROR1,ENSG00000185483
ROR2,ENSG00000169071
RORA,ENSG00000069667
RORB,ENSG00000198963
RORC,ENSG00000143365
RP9,ENSG00000164610
RPGRIP1L,ENSG00000103494
RPH3AL,ENSG00000181031
RPIA,ENSG00000153574
RPL10P19,ENSG00000285368
RPL12,ENSG00000197958
RPL13,ENSG00000167526
RPL18,ENSG00000063177
RPL21,ENSG00000122026
RPL21P28,ENSG00000220749
RPL23,ENSG00000125691
RPL26,ENSG00000161970
RPL29,ENSG00000162244
RPL31,ENSG00000071082
RPL31P46,ENSG00000241170
RPL32,ENSG00000144713
RPL32P3,ENSG00000251474
RPL34,ENSG00000109475
RPL34-DT,ENSG00000234492
RPL34P27,ENSG00000232858
RPL35A,ENSG00000182899
RPL36,ENSG00000130255
RPL36AL,ENSG00000165502
RPL37A,ENSG00000197756
RPL5,ENSG00000122406
RPL7,ENSG00000147604
RPL9,ENSG00000163682
RPLP0,ENSG00000089157
RPLP1,ENSG00000137818
RPLP2,ENSG00000177600
RPP21,ENSG00000239865
RPP25L,ENSG00000164967
RPP38,ENSG00000152464
RPS10P7,ENSG00000223396
RPS11,ENSG00000142534
RPS12,ENSG00000112306
RPS13,ENSG00000110700
RPS14,ENSG00000164587
RPS15,ENSG00000115268
RPS16,ENSG00000105193
RPS17,ENSG00000182774
